customer_id,tenure_months,monthly_charges,total_charges,age,num_support_calls,contract_type,internet_service,payment_method,tech_support,paperless_billing,has_partner,has_dependents,senior_citizen,churn
CUST-002844,33,69.27,2366.81,70.0,0,Two year,DSL,Mailed check,Yes,Yes,Yes,No,1,0
CUST-000886,3,57.49,179.03,30.0,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,0
CUST-005943,47,71.54,3466.46,37.0,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-004667,10,71.35,725.75,,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,0,0
CUST-000515,7,51.54,351.15,59.0,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,1,1
CUST-005555,37,48.27,1698.9,61.0,2,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,0
CUST-001453,17,57.92,1100.99,20.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,No,Yes,No,0,1
CUST-003553,52,63.29,3108.43,50.0,1,One year,Fiber optic,Electronic check,No internet service,No,No,No,0,0
CUST-003609,49,81.99,3788.33,46.0,2,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-002506,33,77.09,2723.72,44.0,3,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,No,0,0
CUST-002994,56,87.39,4424.34,53.0,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,0
CUST-003999,37,67.89,2429.06,19.0,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
CUST-005709,55,50.4,2566.05,68.0,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,0
CUST-000906,30,60.76,1809.27,68.0,1,Two year,DSL,Mailed check,,No,No,No,0,0
CUST-000028,39,64.31,2542.33,35.0,3,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,Yes,0,0
CUST-002507,45,64.86,2975.26,42.0,0,Month-to-month,No,Credit card,No,Yes,Yes,No,0,0
CUST-002428,55,68.44,3528.38,25.0,1,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,1
CUST-000762,69,45.26,2792.08,75.0,0,Month-to-month,No,Bank transfer,No,No,Yes,Yes,0,0
CUST-003747,71,79.5,5275.1,43.0,1,Month-to-month,No,Bank transfer,Yes,No,No,No,0,0
CUST-000284,32,95.21,3242.08,55.0,2,Two year,No,Mailed check,No,Yes,No,No,0,0
CUST-000686,29,58.36,1696.81,23.0,0,Two year,No,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-002353,33,41.38,1441.88,68.0,2,Month-to-month,No,Bank transfer,No,No,Yes,Yes,0,1
CUST-004841,9,62.7,554.78,27.0,2,Two year,Fiber optic,Bank transfer,No internet service,Yes,Yes,No,0,0
CUST-000021,27,15.0,422.17,47.0,1,One year,Fiber optic,Bank transfer,No,Yes,No,No,0,1
CUST-002752,42,21.65,968.08,35.0,2,Two year,DSL,Credit card,No,Yes,No,No,1,0
CUST-000885,53,104.01,5748.66,38.0,2,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,1,0
CUST-000917,57,79.78,4555.65,60.0,0,Two year,DSL,Electronic check,No,Yes,Yes,No,0,0
CUST-001040,51,107.52,5240.33,50.0,2,Month-to-month,DSL,Credit card,Yes,No,Yes,No,1,1
CUST-001265,2,15.0,28.41,25.0,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,Yes,1,1
CUST-005204,38,81.9,2904.78,79.0,0,Month-to-month,DSL,Credit card,No,Yes,No,No,0,0
CUST-000277,57,66.03,3625.51,47.0,0,Month-to-month,DSL,Bank transfer,No,Yes,No,Yes,0,0
CUST-002084,9,52.24,484.7,60.0,1,Two year,DSL,Credit card,No,No,Yes,Yes,0,0
CUST-001245,71,15.0,1014.42,33.0,1,Two year,Fiber optic,Bank transfer,No,No,No,No,0,0
CUST-002382,67,91.81,6050.29,58.0,0,One year,Fiber optic,Credit card,No internet service,No,Yes,Yes,0,0
CUST-000571,30,69.04,2194.1,69.0,0,One year,No,Bank transfer,Yes,Yes,No,No,0,0
CUST-001435,7,61.57,393.47,49.0,1,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
CUST-003902,37,65.36,2369.11,75.0,3,Two year,DSL,Bank transfer,No,Yes,No,Yes,0,0
CUST-001247,33,95.11,3090.59,58.0,1,Two year,No,Credit card,No,No,No,No,1,1
CUST-003526,9,87.6,821.06,55.0,1,Month-to-month,DSL,Bank transfer,No internet service,Yes,No,No,0,0
CUST-002514,7,64.15,458.53,76.0,0,One year,Fiber optic,Electronic check,No internet service,Yes,Yes,Yes,0,0
CUST-001007,36,67.88,2400.99,49.0,0,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,1,1
CUST-005209,2,76.93,139.93,37.0,3,One year,Fiber optic,Electronic check,,No,No,Yes,0,0
CUST-002064,43,84.52,3741.9,43.0,1,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,1
CUST-005591,42,103.78,4125.46,62.0,0,One year,DSL,Credit card,Yes,No,Yes,No,0,1
CUST-001690,56,86.15,4928.84,52.0,1,Two year,No,Electronic check,No,No,No,No,1,0
CUST-005190,53,45.12,2522.84,30.0,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,0
CUST-001985,57,72.03,4033.74,63.0,1,One year,DSL,Mailed check,Yes,No,No,Yes,0,0
CUST-000294,39,63.43,2309.45,,0,One year,Fiber optic,Credit card,No,No,No,No,0,0
CUST-001547,62,70.39,4309.79,43.0,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,1
CUST-002012,11,112.23,1378.84,18.0,2,One year,No,Credit card,No internet service,Yes,No,No,0,0
CUST-000588,61,66.01,3786.53,34.0,1,One year,DSL,Bank transfer,No internet service,Yes,Yes,No,0,0
CUST-003329,66,56.95,3671.27,32.0,1,Month-to-month,DSL,Bank transfer,No,No,No,No,0,1
CUST-002403,40,84.89,3336.06,69.0,0,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,0,0
CUST-002129,23,40.59,841.86,34.0,1,Month-to-month,Fiber optic,Mailed check,No internet service,No,No,Yes,1,0
CUST-003998,53,85.33,4958.46,23.0,3,Two year,No,Bank transfer,Yes,Yes,Yes,Yes,0,0
CUST-005267,46,74.2,3575.66,39.0,1,Month-to-month,DSL,Electronic check,No internet service,Yes,No,No,0,0
CUST-003741,22,114.82,2690.19,78.0,1,Month-to-month,No,Mailed check,No,No,No,No,0,0
CUST-003508,4,69.19,265.93,45.0,3,Two year,No,Credit card,No internet service,No,Yes,No,0,0
CUST-002719,11,84.43,936.17,56.0,2,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,0
CUST-004521,50,56.83,2807.85,56.0,1,Month-to-month,DSL,Electronic check,No internet service,Yes,Yes,No,0,1
CUST-005481,6,81.38,485.02,37.0,1,Two year,No,Electronic check,No,Yes,Yes,Yes,0,0
CUST-005487,55,72.2,4336.0,24.0,1,Month-to-month,DSL,Credit card,No internet service,No,Yes,No,0,0
CUST-000556,53,59.07,3045.61,39.0,3,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,0,1
CUST-002469,15,31.91,491.24,50.0,0,One year,Fiber optic,Mailed check,No internet service,No,No,Yes,0,0
CUST-003738,48,77.87,3807.76,66.0,0,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,Yes,Yes,0,0
CUST-004286,52,43.12,2195.84,66.0,0,Two year,Fiber optic,Electronic check,Yes,Yes,No,No,1,0
CUST-005298,12,62.56,717.3,70.0,1,One year,DSL,Electronic check,No internet service,Yes,Yes,Yes,1,0
CUST-001716,47,59.09,2964.31,53.0,0,Month-to-month,No,Credit card,No,Yes,No,No,0,0
CUST-002604,55,15.0,749.68,61.0,3,Month-to-month,DSL,Bank transfer,No,No,No,No,0,0
CUST-004959,68,55.33,3730.74,59.0,1,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-001704,67,38.9,2411.17,19.0,0,One year,DSL,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-002139,29,112.84,3246.83,53.0,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,0
CUST-003239,2,57.16,113.96,69.0,2,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
CUST-002383,28,83.98,2526.08,75.0,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,1
CUST-004311,62,36.96,2264.21,57.0,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
CUST-001285,3,107.98,340.04,31.0,2,Two year,DSL,Bank transfer,No,No,No,No,0,0
CUST-005121,45,57.11,2485.26,25.0,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,0
CUST-005377,18,32.64,591.57,53.0,0,Month-to-month,DSL,Credit card,Yes,No,Yes,Yes,0,0
CUST-003930,51,66.91,3203.46,21.0,2,Month-to-month,Fiber optic,Credit card,,Yes,Yes,Yes,1,1
CUST-004552,7,73.46,528.04,79.0,1,Month-to-month,DSL,Credit card,No,No,Yes,No,0,0
CUST-001591,25,90.98,2430.84,61.0,2,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-005329,35,63.86,2157.78,30.0,1,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes,0,0
CUST-002162,29,58.68,1727.23,45.0,2,One year,DSL,Credit card,Yes,No,Yes,No,0,0
CUST-002396,69,78.97,5368.65,65.0,0,Two year,DSL,Mailed check,No,No,No,Yes,1,0
CUST-000317,53,93.73,4929.9,,0,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,0,0
CUST-005403,38,94.16,3741.42,47.0,1,Month-to-month,No,Electronic check,No,No,Yes,No,0,0
CUST-003111,55,84.41,4850.4,70.0,2,Month-to-month,DSL,Bank transfer,Yes,No,No,No,0,0
CUST-004036,50,92.18,4691.46,36.0,1,Month-to-month,DSL,Mailed check,No,Yes,No,Yes,0,0
CUST-000795,21,72.05,1564.93,77.0,1,One year,No,Electronic check,No internet service,Yes,Yes,No,1,0
CUST-003020,25,75.67,1861.76,55.0,3,One year,Fiber optic,Bank transfer,No,Yes,No,Yes,0,1
CUST-001711,34,63.94,2220.22,47.0,4,Month-to-month,Fiber optic,Credit card,No,Yes,No,Yes,0,0
CUST-003387,53,30.71,1661.95,62.0,1,Month-to-month,No,Credit card,Yes,Yes,Yes,Yes,0,1
CUST-000036,62,64.19,3591.68,18.0,0,Two year,Fiber optic,Credit card,No internet service,Yes,Yes,No,0,0
CUST-004549,63,67.95,4511.14,68.0,1,One year,DSL,Electronic check,No,Yes,Yes,No,0,0
CUST-000913,71,62.65,4393.28,50.0,0,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,Yes,No,0,1
CUST-003972,9,83.99,825.97,76.0,0,One year,Fiber optic,Credit card,No internet service,No,No,No,1,0
CUST-004133,36,88.4,3090.96,56.0,4,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
CUST-000974,10,38.8,407.81,64.0,0,Two year,DSL,Bank transfer,Yes,No,Yes,No,0,0
CUST-000983,47,57.09,2455.91,19.0,3,Month-to-month,DSL,Credit card,Yes,Yes,No,No,0,0
CUST-004908,58,15.0,864.94,64.0,1,One year,DSL,Electronic check,Yes,Yes,No,Yes,1,1
CUST-001418,62,36.3,2414.28,64.0,1,Month-to-month,Fiber optic,Mailed check,No,No,No,No,0,0
CUST-001560,21,40.75,812.02,24.0,1,One year,DSL,Mailed check,Yes,Yes,Yes,No,0,0
CUST-004135,70,62.86,4751.71,65.0,3,Month-to-month,No,Electronic check,Yes,Yes,Yes,No,1,0
CUST-004265,72,39.7,2814.22,26.0,1,Two year,DSL,Credit card,No,No,Yes,No,0,0
CUST-001355,36,61.74,2378.95,74.0,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,1
CUST-005712,33,56.72,1802.45,75.0,1,One year,Fiber optic,Credit card,No,Yes,No,No,1,0
CUST-000987,23,73.08,1846.49,68.0,0,Month-to-month,DSL,Bank transfer,Yes,No,Yes,Yes,0,1
CUST-002682,28,55.23,1548.11,72.0,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-001640,52,75.94,4080.32,56.0,1,Two year,DSL,Bank transfer,No,No,No,No,0,0
CUST-001290,17,35.19,549.1,59.0,1,Two year,DSL,Bank transfer,No,Yes,Yes,No,0,0
CUST-003681,2,107.09,212.38,62.0,2,Month-to-month,DSL,Credit card,No,Yes,No,No,1,0
CUST-001380,71,71.15,4848.99,19.0,2,Month-to-month,DSL,Mailed check,No internet service,Yes,Yes,No,0,1
CUST-001933,69,42.51,2897.13,41.0,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,Yes,0,0
CUST-005061,45,50.38,2359.46,18.0,0,Month-to-month,DSL,Credit card,No,No,Yes,Yes,0,0
CUST-003160,8,52.03,370.32,45.0,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,0,0
CUST-002030,40,52.8,2382.59,74.0,3,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,0,0
CUST-000892,38,58.6,2288.51,64.0,2,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,1
CUST-004069,7,47.02,342.53,75.0,0,Two year,DSL,Electronic check,No,Yes,No,No,0,0
CUST-004255,23,42.34,886.28,37.0,1,Two year,DSL,Electronic check,Yes,Yes,Yes,No,1,0
CUST-000002,47,15.0,663.61,79.0,1,One year,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-002109,20,74.4,1564.91,56.0,0,Two year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
CUST-000849,44,41.37,1705.89,22.0,0,Two year,DSL,Mailed check,Yes,No,Yes,Yes,0,0
CUST-002737,13,51.12,743.82,28.0,2,Month-to-month,DSL,Electronic check,No,Yes,No,No,0,1
CUST-002466,21,94.71,2007.68,41.0,0,Two year,Fiber optic,Electronic check,No,No,No,No,0,0
CUST-001914,23,80.77,1885.75,65.0,4,One year,No,Mailed check,,Yes,Yes,Yes,0,0
CUST-001596,48,100.79,4798.94,54.0,1,Two year,Fiber optic,Credit card,No internet service,Yes,No,Yes,0,0
CUST-001913,56,87.56,4738.4,78.0,2,Month-to-month,No,Electronic check,No,No,No,No,1,0
CUST-005673,47,110.12,5175.08,50.0,1,One year,Fiber optic,Electronic check,Yes,Yes,No,No,0,0
CUST-002736,41,78.07,3560.5,31.0,3,Month-to-month,Fiber optic,Bank transfer,No internet service,No,No,No,0,1
CUST-000726,52,65.11,3184.91,60.0,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,Yes,0,0
CUST-000053,34,70.26,2355.43,28.0,1,One year,DSL,Mailed check,Yes,Yes,No,Yes,1,0
CUST-001796,71,56.83,4003.56,39.0,2,Month-to-month,No,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-003845,34,34.14,1266.77,73.0,0,One year,Fiber optic,Credit card,No,Yes,No,Yes,0,1
CUST-002553,14,112.72,1709.12,28.0,0,Two year,Fiber optic,Mailed check,No,Yes,No,No,1,1
CUST-002800,57,66.06,3772.12,59.0,3,One year,DSL,Credit card,No,No,No,No,0,0
CUST-000936,11,79.07,824.76,72.0,2,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,No,No,0,1
CUST-004957,27,64.9,1843.95,48.0,0,Two year,No,Electronic check,No,Yes,Yes,No,0,1
CUST-000824,45,33.2,1372.84,61.0,0,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,0,1
CUST-004321,32,67.55,1963.29,66.0,0,Month-to-month,DSL,Electronic check,No,No,No,No,0,0
CUST-003401,67,24.51,1630.01,31.0,0,One year,DSL,Electronic check,No,No,Yes,Yes,1,0
CUST-001389,66,27.61,1621.0,70.0,3,One year,DSL,Electronic check,No,Yes,Yes,Yes,0,0
CUST-003564,57,86.7,5383.63,41.0,5,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,1,1
CUST-000884,59,69.58,3891.76,18.0,1,Month-to-month,Fiber optic,Electronic check,No internet service,No,No,No,0,1
CUST-001868,2,78.57,164.16,18.0,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,0,1
CUST-000010,38,57.66,2082.51,31.0,2,Two year,Fiber optic,Mailed check,No internet service,Yes,Yes,No,0,0
CUST-003415,30,81.04,2472.4,44.0,1,One year,DSL,Bank transfer,No,Yes,No,Yes,0,0
CUST-001463,3,66.65,207.32,40.0,0,Two year,DSL,Credit card,Yes,Yes,No,No,0,0
CUST-000806,39,53.15,2158.93,73.0,4,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
CUST-004731,50,51.44,2742.54,36.0,3,Month-to-month,No,Mailed check,No,No,No,No,1,0
CUST-004068,53,42.73,2037.4,30.0,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,1
CUST-002108,20,44.39,916.94,79.0,0,Month-to-month,Fiber optic,Bank transfer,No internet service,No,Yes,Yes,0,1
CUST-005078,58,22.59,1147.7,71.0,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,0,0
CUST-005971,17,105.62,1853.04,72.0,1,Two year,DSL,Credit card,Yes,Yes,No,No,0,0
CUST-002234,42,37.51,1563.97,24.0,4,Two year,DSL,Credit card,Yes,No,Yes,No,0,0
CUST-000963,15,30.8,472.7,61.0,2,Two year,DSL,Mailed check,No,No,No,No,0,0
CUST-004494,22,56.73,1254.05,43.0,0,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
CUST-002632,66,77.73,5004.24,75.0,1,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,0,0
CUST-000704,9,98.41,856.87,66.0,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,No,0,0
CUST-000431,53,77.14,4109.35,22.0,1,Two year,DSL,Electronic check,Yes,No,Yes,No,0,0
CUST-004388,24,36.8,802.17,49.0,2,Month-to-month,DSL,Bank transfer,No internet service,Yes,No,No,0,0
CUST-000145,62,33.53,2211.29,78.0,0,One year,Fiber optic,Electronic check,No,No,No,Yes,0,0
CUST-002033,49,54.76,2488.64,27.0,1,Month-to-month,No,Credit card,Yes,Yes,No,No,1,1
CUST-005046,56,77.23,4722.27,57.0,1,Two year,DSL,Mailed check,Yes,No,Yes,No,0,0
CUST-001165,7,75.91,590.31,32.0,1,Two year,Fiber optic,Mailed check,No,Yes,Yes,Yes,1,0
CUST-003500,4,103.46,430.16,30.0,0,Month-to-month,DSL,Credit card,No,No,Yes,No,0,0
CUST-002050,12,112.51,1302.47,27.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,No,Yes,Yes,0,1
CUST-003760,12,80.59,941.05,52.0,2,Two year,Fiber optic,Mailed check,No,No,No,No,0,0
CUST-002624,67,77.34,5178.11,70.0,0,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,1
CUST-004484,34,46.19,1654.91,38.0,1,Month-to-month,No,Credit card,Yes,No,No,Yes,0,0
CUST-004435,67,98.73,5995.99,46.0,2,One year,DSL,Credit card,Yes,No,No,No,0,0
CUST-004794,28,102.24,2817.0,58.0,1,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes,0,1
CUST-004664,22,37.93,865.9,64.0,0,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,0
CUST-004361,57,43.57,2551.68,27.0,1,One year,No,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-002424,25,63.56,1801.08,64.0,1,Month-to-month,DSL,Bank transfer,No,No,Yes,Yes,1,0
CUST-001262,32,43.92,1496.01,29.0,1,One year,Fiber optic,Bank transfer,No internet service,No,No,No,1,1
CUST-001771,27,83.13,2197.62,58.0,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,0
CUST-003511,42,65.83,2592.93,,0,Month-to-month,DSL,Bank transfer,Yes,No,Yes,Yes,0,0
CUST-000271,1,75.72,73.72,75.0,1,Two year,No,Electronic check,Yes,Yes,No,Yes,0,0
CUST-000244,45,69.43,3203.92,31.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-005844,63,36.21,2536.77,52.0,2,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,0
CUST-004572,36,46.84,1685.95,55.0,1,One year,DSL,Credit card,No internet service,No,Yes,No,0,1
CUST-002032,6,68.15,407.13,26.0,2,Two year,DSL,Electronic check,Yes,Yes,No,No,0,0
CUST-004756,41,45.31,1963.34,78.0,2,Two year,DSL,Electronic check,No internet service,Yes,No,No,1,0
CUST-000813,20,23.33,528.96,74.0,0,Month-to-month,No,Credit card,No internet service,Yes,No,No,1,0
CUST-003810,16,102.01,1596.54,61.0,2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,1
CUST-004884,0,39.09,0.0,55.0,1,One year,DSL,Electronic check,No,Yes,No,No,1,0
CUST-001804,9,87.5,788.92,62.0,0,Two year,DSL,Electronic check,Yes,No,Yes,No,0,0
CUST-004346,3,93.81,297.82,18.0,4,Two year,DSL,Mailed check,No,Yes,Yes,Yes,0,1
CUST-002461,15,72.18,1083.14,63.0,0,Month-to-month,DSL,Mailed check,No,Yes,No,Yes,0,0
CUST-000545,3,93.45,275.66,42.0,0,One year,No,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-003241,15,107.78,1735.08,57.0,1,Month-to-month,No,Mailed check,Yes,Yes,No,No,0,0
CUST-000738,53,78.17,4320.24,19.0,0,One year,Fiber optic,Mailed check,No,Yes,No,No,0,1
CUST-000310,48,71.46,3178.42,49.0,1,Two year,DSL,Credit card,No internet service,No,No,No,0,0
CUST-003521,24,64.46,1546.12,33.0,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,1,1
CUST-001131,48,69.54,3321.07,55.0,1,Month-to-month,No,Mailed check,No,No,No,Yes,1,1
CUST-005931,39,116.19,4436.47,19.0,0,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,1,1
CUST-004111,35,54.37,1931.69,24.0,0,One year,Fiber optic,Bank transfer,Yes,Yes,No,No,1,1
CUST-002769,69,79.97,,24.0,0,Month-to-month,No,Credit card,Yes,No,No,Yes,0,0
CUST-000920,63,56.29,3536.25,69.0,1,One year,DSL,Electronic check,No,Yes,Yes,No,1,0
CUST-003587,50,91.63,4343.0,56.0,0,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,1,1
CUST-003959,15,30.46,413.54,22.0,3,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,1
CUST-000038,20,63.67,1243.05,79.0,2,Month-to-month,No,Mailed check,No,No,Yes,Yes,0,1
CUST-004459,47,46.37,2158.39,77.0,2,One year,No,Bank transfer,No,Yes,Yes,No,0,0
CUST-004278,53,36.79,2005.92,60.0,3,One year,DSL,Credit card,No,No,Yes,No,0,0
CUST-002983,60,66.46,4286.79,22.0,0,One year,No,Electronic check,No,Yes,Yes,No,0,0
CUST-003556,51,45.77,2413.5,26.0,0,Month-to-month,No,Mailed check,No,Yes,Yes,Yes,0,1
CUST-002667,70,107.25,7644.69,44.0,1,Month-to-month,No,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-003223,56,23.48,1269.33,46.0,0,One year,DSL,Electronic check,No,No,Yes,No,0,1
CUST-001182,50,49.78,2340.36,57.0,0,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,1
CUST-000614,50,91.22,4984.93,,2,Two year,DSL,Credit card,No internet service,No,No,No,0,0
CUST-005913,11,61.17,670.02,27.0,2,One year,No,Credit card,Yes,Yes,Yes,No,0,0
CUST-001466,46,33.34,1566.98,59.0,2,Month-to-month,DSL,Bank transfer,No,No,Yes,No,0,1
CUST-004497,28,47.01,1293.18,61.0,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,1
CUST-003042,23,65.09,1480.84,76.0,1,Month-to-month,DSL,Bank transfer,No,No,Yes,No,0,1
CUST-000934,32,106.61,3730.49,32.0,1,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,0
CUST-002419,30,89.79,2415.1,64.0,1,Two year,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
CUST-005431,16,70.94,1119.74,50.0,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,0,1
CUST-004872,4,86.49,347.03,34.0,2,Month-to-month,DSL,Electronic check,No,Yes,No,No,0,1
CUST-000826,49,20.33,1021.66,35.0,2,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,1
CUST-001521,51,79.75,4001.1,55.0,3,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,1
CUST-002930,12,77.07,932.92,78.0,0,Month-to-month,No,Bank transfer,No,No,Yes,No,0,0
CUST-004232,44,84.34,3771.4,62.0,1,Month-to-month,No,Credit card,Yes,No,Yes,No,0,1
CUST-000628,36,67.83,2504.91,65.0,0,Month-to-month,Fiber optic,Credit card,No internet service,No,Yes,No,0,0
CUST-004430,67,95.89,6367.91,66.0,2,Month-to-month,No,Credit card,No internet service,Yes,No,Yes,1,0
CUST-003853,25,20.95,464.67,77.0,4,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,1
CUST-000390,54,84.47,4199.84,58.0,2,Two year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
CUST-004345,36,46.5,1709.39,39.0,0,Month-to-month,DSL,Electronic check,No,No,No,No,1,1
CUST-005874,51,58.42,3062.47,34.0,1,Two year,DSL,Electronic check,No,Yes,Yes,Yes,0,1
CUST-003990,55,91.15,4879.93,21.0,0,Two year,No,Mailed check,Yes,Yes,No,Yes,0,0
CUST-000400,72,55.06,4246.05,62.0,3,Two year,DSL,Electronic check,No,No,No,Yes,1,0
CUST-003359,38,67.59,2411.1,44.0,1,Month-to-month,No,Electronic check,No,Yes,Yes,Yes,0,0
CUST-000046,32,122.49,3993.66,44.0,0,Month-to-month,DSL,Credit card,No internet service,No,No,Yes,1,1
CUST-005776,29,51.66,1326.89,44.0,2,Two year,DSL,Mailed check,Yes,Yes,Yes,No,1,0
CUST-005934,61,87.34,5240.35,30.0,2,Month-to-month,DSL,Credit card,No,No,No,No,0,0
CUST-003642,67,63.1,4273.56,61.0,4,Month-to-month,DSL,Electronic check,No,No,No,No,1,0
CUST-003726,7,19.74,149.86,54.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,1,0
CUST-005848,44,75.96,,20.0,0,One year,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,0
CUST-002421,55,64.88,3616.67,47.0,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,1,1
CUST-001750,67,49.47,3362.4,50.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,0
CUST-005822,63,53.0,3378.41,65.0,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,1,1
CUST-004923,49,69.31,3408.41,24.0,1,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,0,0
CUST-004062,46,92.06,4460.8,38.0,1,Month-to-month,No,Mailed check,Yes,No,No,Yes,0,0
CUST-000338,14,56.84,798.06,74.0,2,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,1
CUST-000215,19,109.42,1950.32,39.0,1,Month-to-month,No,Bank transfer,No internet service,No,No,No,0,1
CUST-003663,70,59.12,4066.55,35.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,0,1
CUST-001341,9,74.84,671.18,77.0,0,Two year,No,Mailed check,No,No,No,No,0,0
CUST-005855,42,30.92,1262.07,27.0,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,1
CUST-003894,44,15.0,659.26,72.0,1,Two year,Fiber optic,Credit card,No internet service,Yes,Yes,No,0,0
